name,room_type,price,minimum_nights,number_of_reviews
The Cozy Brownstone in Harlem,Private room,150,3,2
Spacious Greenwich Village Apt,Entire home/apt,250,5,10
SpaHa Studio Monthly Rental,Entire home/apt,82,28,188
City Room - Private Luxury Suite,Private room,110,1,215
Private Room/bath Luxurious Harlem,Private room,125,2,3
Sunny  Comfy  Spacious & Colorful in East Village,Entire home/apt,114,2,158
Bright and spacious  garden below!,Entire home/apt,211,4,4
Accommodations Just For You #2,Entire home/apt,95,3,152
Colorful Private One Bedroom Apt,Entire home/apt,135,2,21
Huge Chelsea Loft,Entire home/apt,900,2,35
Quiet  clean midtown apt w. elevato,Entire home/apt,110,200,92
Great East Village Apartment Rental,Entire home/apt,130,21,61
BROWNSTONE SUNDRENCHED BEAUTY,Entire home/apt,72,7,129
A SpeciaL!! Private Room in NY,Private room,38,2,213
B NYC Staten Alternative...,Private room,38,2,171
Great Apt  Great Location,Entire home/apt,170,5,30
C Private Room By The Ferry,Private room,38,2,202
Smallest House In The Village,Entire home/apt,140,3,198
Beautiful modern studio apartment in heart of NYC,Entire home/apt,205,15,68
Beautiful Landmarked Duplex,Entire home/apt,285,3,130
D Private Che@p Room 2 Explore NYC,Private room,38,2,250
Safe and near subway& Manhattan NY NY retro style,Entire home/apt,140,4,480
Small tidy bedroom in duplex,Private room,55,14,9
LL3,Private room,89,2,0
DOMINIQUE'S NY mini efficiency pad* SANITIZED* wow,Entire home/apt,111,2,44
Private  Large & Sunny Top Floor Apt  w/W&D,Entire home/apt,135,2,268
Cottage in the Village,Entire home/apt,200,5,153
Hosting Your  Sunny  Spacious NYC Room,Private room,64,7,1
Williamsburg loft bed . / l,Private room,60,29,14
Prime East Village 1 Bedroom,Entire home/apt,200,3,0
BROOKLYN  STUDIO APARTMENT,Private room,100,3,308
cozy bedroom in lovely garden apt,Private room,75,6,50
East village one bedroom apartment,Entire home/apt,105,5,69
Crown Heights Garden Apt.,Private room,60,2,244
ENJOY Downtown NYC!!,Private room,40,1,215
10 min from Manhattan!,Private room,36,30,80
Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn,Private room,75,5,63
Room in S3rd/Bedford  Williamsburg,Private room,60,3,0
Farmhouse Apartment in Williamsburg,Entire home/apt,110,10,56
Bright+Spacious Williamsburg Abode!,Entire home/apt,95,30,158
Suite Sugar Hill  Harlem  Private Rm in Hosted Apt,Private room,75,3,20
Beautiful 1 Bedroom Apt Park Slope,Entire home/apt,176,5,11
CHARMING CARROLL GARDENS APT.,Entire home/apt,190,3,68
East Village Loft with Piano & Patio,Entire home/apt,160,4,94
Lower East Side Magic Apartment,Entire home/apt,125,1,144
**Fantastic Williamsburg Apt**,Entire home/apt,90,5,11
West Harlem Home Base - Eco-Apt.,Entire home/apt,108,6,210
Charming Garden Apt in Park Slope,Entire home/apt,150,2,250
Lovely  Modern  Garden Apartment,Entire home/apt,171,2,92
Central Park 1BR sunny condo,Entire home/apt,100,28,30
Cozy Garden Apartment  in Williamsburg,Entire home/apt,69,30,63
SoHa comfort-by NW Central Park!,Private room,122,15,112
Cozy room in Upper West Side,Private room,109,1,112
Room in the heart of Astoria,Private room,55,1,0
Your Home Away From Home,Private room,75,15,66
Prewar Penthouse w Private Terrace,Entire home/apt,199,11,33
Designer 2.5 BR Loft in Carroll Gardens by Subway,Entire home/apt,220,4,138
Bright Beautiful Brooklyn,Private room,125,3,7
Unique spacious loft on the Bowery,Entire home/apt,611,2,216
Nice renovated apt  prime location!,Entire home/apt,120,30,50
Bright and lovely 1 bdrm apt in LES,Entire home/apt,115,25,49
Beautiful One Bed West Village - 4 Month Special,Entire home/apt,200,30,42
Gigantic Private Brooklyn Loft!,Entire home/apt,229,1,50
Condo Apartment with Laundry and Assigned Parking,Entire home/apt,90,30,8
1BR: See Central Park from Terrace!,Entire home/apt,110,13,37
Cozy private room near Columbia U.,Private room,62,2,3
Food & Music Dream Apartment in Williamsburg,Entire home/apt,220,30,90
French Garden cottage off Bedford,Entire home/apt,115,1,70
Alcove Studio w/ outdoor Patio Deck,Entire home/apt,63,28,36
One Bedroom Mini studio - Free WIFI,Entire home/apt,119,2,226
Deluxe Harlem 2 Bedroom,Entire home/apt,149,5,47
Sunlit and Cozy Williamsburg/Greenpoint  Brooklyn,Entire home/apt,75,3,3
Bright Cozy Chinatown Studio Apt.,Entire home/apt,150,3,321
Sun-Filled  Warm  and Spacious 2-BR w/WFH Nook,Entire home/apt,169,30,435
Superior @ Box House,Hotel room,179,3,38
Historic House Boerum Hill  BK  NYC,Entire home/apt,135,4,6
Cozy room in East Village with AC,Private room,55,2,200
Duplex w/ Terrace @ Box House Hotel,Hotel room,349,3,8
Loft w/ Terrace @ Box House Hotel,Private room,349,3,7
Spacious 3 Bedroom Duplex in Park Slope,Entire home/apt,69,30,37
Loft w/ Terrace @ Box House Hotel,Private room,249,3,2
Columbia Castle in Brooklyn Heights,Private room,100,1,67
Columbia Castle 2 BR,Entire home/apt,200,5,94
Charming Artist's Flat  East Village,Entire home/apt,106,5,266
BEAUTIFUL 2 BEDROOM APARTMENT,Entire home/apt,150,3,71
Brooklyn Cove 1 Br Apt w/ Garden In Bushwick!!,Entire home/apt,75,14,250
Ft. Greene gem with back yard & private entrance,Entire home/apt,100,30,6
East Village Designer's 1-BR APT,Entire home/apt,200,30,44
Superior @ Box House,Hotel room,179,3,16
So Much Room in Brooklyn,Entire home/apt,150,5,5
MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN,Entire home/apt,216,2,166
A Cozy Uptown Private Bedroom,Private room,70,1,136
Spacious and sunny 1bedroom. apt. East Village,Entire home/apt,124,28,41
