name,room_type,price,minimum_nights,number_of_reviews
Comfortable Hip Downtown Loft,Entire home/apt,49,30,74
Cozy/Modern Casita,Entire home/apt,90,2,182
Northeast Portland Studio with Private Entrance,Entire home/apt,63,2,471
Deluxe Portland Downtown Condo,Entire home/apt,107,30,30
Classic Close-In Portland,Entire home/apt,100,30,111
Alberta Arts Urban Cottage  w/ Fireplace,Entire home/apt,98,1,229
Middle of NW District wParking Pass,Entire home/apt,109,1,394
Cozy + charming apt - Heart of SE,Entire home/apt,118,2,413
Sellwood Detached Studio Loft,Entire home/apt,82,1,318
Cozy Room Near Airport  Alberta,Private room,40,1,277
2 story  2 bath Downtown View Condo w/Parking Pass,Entire home/apt,99,30,165
Private Entrance&Bathroom  Spacious,Private room,59,30,220
Re-Treat in Cully,Entire home/apt,108,2,122
Cute Overlook Studio Cottage,Entire home/apt,49,2,458
Sunny Room in Historic Laurelhurst,Private room,75,2,150
Urban Sanctuary Home - Master Bedroom,Private room,59,1,26
Private Irvington Basement Apt.,Entire home/apt,89,7,240
Comfy Room in Creative Compound,Private room,45,2,106
Basement suite.private entrance  kitchen  bath W/D,Entire home/apt,50,20,51
Waterfront Panoramic 2b/2b Portland 30 day min,Entire home/apt,96,30,16
PandaTeaTemple 1BD AC Pvt Bath View Parking,Private room,60,2,232
Inviting In Irvington,Entire home/apt,105,1,487
Private Haven-private bath&entrance,Entire home/apt,60,3,407
"Historic Hafner Haus  Downtown PDX
+Meeting Space",Entire home/apt,719,5,166
Spacious  well lit basement room in artists home.,Private room,161,1,64
The Big Yellow Farmhouse in SE Portland,Private room,65,3,94
Landing Pad at The Colony,Entire home/apt,89,30,34
Beautiful  Vintage Master Suite,Entire home/apt,68,1,206
Entire home near Moda  Lloyd & Convention Center,Entire home/apt,304,1,20
Portland Tiny House (Alberta Arts),Entire home/apt,80,2,471
Private Br/Bath - Historic NE PDX,Private room,75,2,156
Portland Pearl District 1BR Apt: Walk Everywhere!,Entire home/apt,70,30,18
Laurelhurst Loft above the trees!,Entire home/apt,61,2,359
Industrial-Chic Alberta Arts Home,Entire home/apt,154,2,84
Modern condo in heart of Downtown,Entire home/apt,82,31,6
日本語OK - Quiet  Comfortable & Convenient.,Private room,65,3,146
Mt.Tabor Gem Southeast - Views! Deck! Location!,Entire home/apt,250,7,8
Bones & Arrows at The Colony,Entire home/apt,99,30,40
Zen Loft as seen in NY Times!,Entire home/apt,109,2,305
1 600 Sq ft Pearl District Loft !,Entire home/apt,225,7,11
Fully Restored 4-Level Grand Craftsman,Entire home/apt,375,2,49
Sunny spot on N. Mississippi Ave.,Entire home/apt,60,30,209
❋The Famous Atomic Ranch on Mt Tabor: King Beds!❋,Entire home/apt,399,2,160
 The Portland Purple House  2,Private room,75,2,21
Portland-1000sf basement apt./queen,Entire home/apt,79,2,594
Sky Cabin  Modern Loft  Cozy  Clean,Entire home/apt,90,30,14
The Addition,Entire home/apt,73,3,566
The Colony 'Hide Away' Trailer,Entire home/apt,65,30,40
Portland Bungalow  A Happy House,Private room,69,2,170
Like Living in an Art Gallery! Easy Parking & W/D,Entire home/apt,145,31,69
Charming Southeast Portland Private Studio,Entire home/apt,83,2,171
Special NoPo Bungalow,Entire home/apt,145,2,197
Architect Home in NE Alberta Arts,Entire home/apt,232,2,25
Modern Micro Studio in Fo-Po,Entire home/apt,70,2,257
Vintage 2B Hawthorne Home,Entire home/apt,166,30,21
Hipster Hawthorne Bungalow,Entire home/apt,250,30,16
Sullivan's Gulch New 1 BR apartment,Entire home/apt,85,2,210
Quiet  Private Apartment Retreat,Entire home/apt,135,3,161
Portland Cottage with Kitchenette,Entire home/apt,67,2,435
Apartment in 1911 craftsman home,Entire home/apt,125,2,96
Modern 1-bdrm downtown PDX-Long term rental,Entire home/apt,124,30,28
Urban Luxury - NW Pearl/Nobb Hill,Entire home/apt,216,3,14
1 BR condo off Division St. 30 day min w/parking,Entire home/apt,66,30,15
Spacious Bedroom with King Bed,Private room,82,30,5
420 Friendly: Tiny House Living with A/C,Entire home/apt,75,2,183
~..++ Sweet N. Portland Loft ++.._~,Entire home/apt,190,30,5
Studio Apartment PandaCrystalCave,Entire home/apt,76,1,329
Wow view: king bed  private bath  free parking,Private room,47,1,625
Sunny  Modern Guesthouse South Tabor Neighborhood,Entire home/apt,85,1,108
Bright & Modern 2bdrm House In Kenton Neighborhood,Entire home/apt,148,1,8
Private 2 bedroom near Airport,Entire home/apt,52,1,170
Entire 3rd floor in historic home,Private room,95,3,101
Quiet & Modern Yellow Door Studio in Concordia,Entire home/apt,63,1,283
Loft getaway in (technically) NoPo,Private room,50,30,25
Onsen oasis + Portland's finest at your feet,Entire home/apt,227,1,251
Comfy room near Alberta  Airport,Private room,48,1,261
Oasis in perfect central location,Entire home/apt,171,6,224
Modern Suite fits FIVE in quiet neighborhood,Entire home/apt,85,2,120
The Nataraj... sweet suite!,Private room,62,2,151
Your Hawthorne Home. Walk everywhere!,Entire home/apt,195,3,68
North Tabor Serenity,Private room,129,7,107
The Cottage. Close-in. Near River/Downtown/MAX,Entire home/apt,101,3,69
Eco Cottage  Great Location,Entire home/apt,106,1,308
Private Studio Mount Tabor/Division,Entire home/apt,79,14,162
Artsy Safe Cozy Fun Getaway Close to Everything,Entire home/apt,99,1,802
Separate entry to private room with private bath,Private room,45,3,180
Wooded Getaway w/City Access,Entire home/apt,90,1,293
Sweet  sunny Hawthorne 2 bedroom w/office,Entire home/apt,100,30,16
Peaceful studio space.,Entire home/apt,69,1,158
Modern Reed Way Ranch w/ Pool,Entire home/apt,489,6,4
Comfortable Mt. Tabor Room & Bath,Private room,53,2,303
Close-in and cozy; permits  relaxed  dog-friendly,Private room,55,1,322
Cozy 1BR Modern-Vintage Charmer Duplex,Entire home/apt,83,2,399
Urban Retreat for 1-4 Near Airport & Alberta St,Private room,69,2,263
Spacious self contained room - monthly discounts,Private room,50,1,11
Navajo Suite,Private room,45,30,272
A Home away from Home,Entire home/apt,99,30,52
2 Bright & Neat bds  Private bath  Free Parking!,Private room,107,1,53
The Downtowner,Entire home/apt,350,2,317
Spacious Room & Private Bath,Private room,165,7,311
Garden View and Walk to Everything,Private room,60,2,504
Private Studio with hot tub in great location!,Entire home/apt,63,3,455
Cozy Cully Charmer,Private room,33,2,70
5BD in the Heart & Soul of Portland,Entire home/apt,354,1,59
Great Space in Heart of Hawthorne,Private room,43,1,447
Ladd's Addition SE Hawthorne Cozy Charming 1 BR,Entire home/apt,80,1,380
Portland's best kept secret...,Entire home/apt,69,2,234
Heaven in the City,Entire home/apt,96,2,291
Loft-Williams District City View,Entire home/apt,67,2,379
Upstairs Mt Tabor  Guesthouse with Garage,Entire home/apt,96,21,92
Private King Studio w/fireplace in great location!,Entire home/apt,64,5,465
CozyRetreat w/Bikes Near Everything,Private room,63,2,123
Overlook Cozy Spot,Entire home/apt,60,2,285
Super-Central  Air-Conditioned  Chinatown B&B!,Entire home/apt,70,1,446
In the heart of the inner eastside,Private room,43,1,473
Woodlawn Retreat,Entire home/apt,119,1,260
Great Two Bedroom Apt. in Portland!,Entire home/apt,99,3,107
Blue FoPo House,Private room,40,5,64
SE Tabor Charm Entire House,Entire home/apt,105,30,24
SE PDX Apt. Discounts  cozy  clean  private!,Entire home/apt,62,2,410
Portland Pearl Extended Stay,Entire home/apt,190,60,19
Alberta Arts 1 Bedroom Suite,Entire home/apt,100,1,73
Private & Cozy 2BD Williams Hideout,Entire home/apt,120,1,516
❤️ Hot Tub ✔TURO Subaru ✔WalkScore 71 ✔Kitchen ✔W/D,Private room,42,2,287
Sullivan’s Gulch Charmer  close to EVERYTHING!!!,Entire home/apt,27,2,333
