name,room_type,price,minimum_nights,number_of_reviews
Chicago Bungalow is no longer for rent.,Entire home/apt,136,1,7
11 Beds in 5*House TRAIN CUBS  BEACH.RIVERA ARAGON,Entire home/apt,975,2,125
GREAT LOCATION SPECTACULAR VIEWS + BALCONY,Entire home/apt,120,31,25
Magnolia Airbnb,Private room,80,4,84
2BD Great Views Modern Luxury  w/POOL,Entire home/apt,200,90,6
Luxury finishes in vintage wood trimmed apartment,Private room,87,1,31
The Bucktown Penthouse Family  Business  Friends,Entire home/apt,147,1,103
Grand Vintage Lincoln Park Penthouse 3 Bedrooms,Entire home/apt,92,1,111
Be in the Heart of the Gold Coast!,Entire home/apt,239,30,0
GROCERY STORE DOWNSTAIRS | KING SIZE BED | BALCONY,Entire home/apt,100,31,15
Sweet Spacious Suite: Country in the City,Entire home/apt,79,2,133
Cozy  Faux  Cabin Suite /Fireplace,Entire home/apt,89,30,140
1 Bed/Bath. Near Lake  Zoo  Wrigley,Entire home/apt,124,3,74
Luxury Two Bedroom  Two Bathroom Apartment,Entire home/apt,289,3,13
McCormick Modern New 2 beds Luxury   Pool  HotTub,Entire home/apt,200,60,8
#54-Home away from home- Safe place,Private room,33,2,19
Modern 1 Bedroom w/POOL HOT TUB Luxury,Entire home/apt,135,31,7
Stay In the Center w/ Pool Gym Long Term Furnished,Entire home/apt,145,32,5
Urban Farm + Bikes in Roscoe Village,Entire home/apt,119,2,170
Relax in a Custom  Creative  Artsy  Unique Apartment in West Town,Entire home/apt,78,28,148
Gorgeous Penthouse with Stunning Views from Private Rooftop,Entire home/apt,156,2,102
Amazing 2BR/2BA MICHIGAN AVE and Loop View!,Entire home/apt,220,32,5
Private Room (blue)-Avondale near blueline CTA,Private room,78,1,248
West Loop Modern Urban Retreat,Private room,136,4,57
The Red Room,Private room,34,1,311
Cozy Wicker Park  Chicago Apartment,Entire home/apt,159,1,269
One Bedroom Suite in Lincoln Park,Entire home/apt,200,28,6
Art Collector's Pied-a'-terre,Entire home/apt,70,32,245
Amazing Private House Right at the Center of CHI,Private room,100,1,71
Relaxed Bucktown/Wicker Park 1B Apt,Entire home/apt,65,1,285
Private Room-sunny loft.  McCormick place/downtown,Private room,56,1,500
Lincoln Square Modern 2 Bed 2 Bath,Entire home/apt,150,3,95
Logan Square Apartment,Entire home/apt,100,1,394
King Bed in Private room in 3 BR,Private room,97,1,24
Beautiful  large  light-filled 1Bd,Entire home/apt,130,3,44
South Loop Comfy 2BdRm free parking&WiFi&Netflix,Entire home/apt,62,1,441
LOFT606:  Gigantic Sunlit Former Factory Home,Entire home/apt,1157,2,51
Artist's Home Studio Next to Train,Entire home/apt,106,3,13
Pride Perfect Boystown-PVT KG Bed/Roscoe Halsted,Private room,181,1,242
Ravenswood Guest House Annex,Entire home/apt,84,2,278
The Roscoe House near Wrigley Field,Entire home/apt,386,3,142
The Roscoe House: Onyx Room,Private room,70,2,50
The Roscoe House: Master Bedroom,Private room,69,2,23
Private ROOM (pink)-Avondale near blueline CTA,Private room,78,1,78
Chicago duplex-perfect for groups!,Entire home/apt,249,2,156
The Roscoe House: Green Room,Private room,70,2,81
 The Annex II  Huge 1 600 Sq foot Apartment,Entire home/apt,299,2,38
East Garfield Park 2 Bedroom,Entire home/apt,81,2,89
Private room and private bath in luxury condo,Private room,91,2,63
Welcome to your 2BD Penthouse,Entire home/apt,650,2,148
Budget travel at Great Location,Private room,70,2,0
Beautiful West Lakeview location,Private room,75,2,143
Brewers & Reds  vs Cubs Wrigleyville - 3 bdrms,Entire home/apt,375,1,6
Vintage Lincoln Park Apt - Perfect for Long-Term,Entire home/apt,62,4,18
Private room w/bath in urban canopy,Private room,75,1,307
Penthouse condo w/ private roof deck! 2BR / 2 BA,Entire home/apt,230,30,9
Stylish Lincoln Park 2BR w/patio,Entire home/apt,89,1,359
Bill Murray Suite in Trendy Hood! NEW Mini-fridge!,Private room,55,2,175
1 Bedroom Victorian Beauty at Logan Square!,Entire home/apt,52,31,142
DOWNTOWN 1 BED MILLENNIUM PARK LOCATION +SPA,Entire home/apt,150,31,12
Charming Two Bedroom Apartment in Gold Coast,Entire home/apt,350,31,86
Ideal Location in Logan Square 1BR,Entire home/apt,140,2,224
Modern  Super-CLEAN  Garden Level  Bedroom 3,Private room,39,8,34
Perfect Lincoln Park Apt+Huge Deck,Entire home/apt,199,2,66
Gorgeous Private Bed/Bath Steps From the Lake,Private room,103,2,117
Chicago Suite 1BR/1BA (3709-G2),Entire home/apt,69,7,29
Modern suite in Victorian Garden setting.,Entire home/apt,65,30,5
NEW ULTRA LUXURY CONDO RIVER-NORTH Roof-Top Pool,Entire home/apt,135,30,14
Bohemian basement. Private bathroom. U of Chicago.,Private room,38,2,30
River North Stunner,Entire home/apt,263,2,34
Beautiful condo close to the beach,Private room,50,3,53
20 Mins to Downtown Chgo  8 Mins to McCormick,Private room,85,2,11
Studio Apartment in Gold Coast,Entire home/apt,100,2,141
03a. Queen sized in coed room,Shared room,19,1,124
Pride Perfect/Boystown-PVT-QN Bed/Roscoe  Halsted,Private room,148,1,144
Free parking  close to public transit  dining,Entire home/apt,65,5,43
 Home Away from Home  - Free Street Parking!,Entire home/apt,85,1,298
DrM Spacious Clean Convenient,Private room,100,3,2
Bright  Clean  Cozy  Comfy Bed! 7Min Walk To Metro,Private room,54,2,170
Best location in Chicago! Superhost,Entire home/apt,254,1,100
The Blue Room,Private room,34,1,417
Lakefront  Downtown  World Champion Cubs Baseball,Private room,83,1,37
Sunny  Classy Condo in Chicago,Private room,55,3,2
Chic and modern - Best location in Chicago,Entire home/apt,90,30,25
South loop 1 bedroom apt  parking & fast WiFi,Entire home/apt,37,1,397
Unique and Chic 1,Private room,121,28,6
The Perfect Wicker Park Studio,Entire home/apt,90,14,322
Welcoming All: Tudor Home  Warm Community 1E,Private room,85,2,22
Spacious Luxury Townhouse - Old Town,Entire home/apt,179,2,149
Spacious bedroom with Balcony,Private room,80,2,39
Spacious Bedroom in E. Rogers Park,Private room,80,3,27
SPACIOUS and VERY BRIGHT 2BDR LOFT near DOWNTOWN,Entire home/apt,124,3,69
Well-appointed 1+ Br Bucktown Apt  baby-friendly!,Entire home/apt,150,4,109
Private 3rd Floor Apartment,Entire home/apt,125,2,227
Brand New Duplex Humboldt / Ukrainian border,Entire home/apt,135,3,3
Private room in house on Professor's Row at U of C,Private room,59,1,47
1 A Hyde Park Co-op Living,Private room,21,1,43
Private Room,Private room,500,1,1
Private 1br 1ba - Boystown/Wrigleyville,Private room,79,1,21
