name,room_type,price,minimum_nights,number_of_reviews
EZ Camping = SxSAustin4,Entire home/apt,15,2,17
EZ Camping = SxSAustin2,Entire home/apt,15,2,68
Camping is EZ in SxSAustin1,Entire home/apt,15,2,15
Comfy 3/2 Home on UT shuttle,Entire home/apt,275,2,67
My Treehouse Home in South Austin,Entire home/apt,54,30,61
Beautiful duplex  perfect for SXSW!,Entire home/apt,545,2,0
Walk to SXSW - Downtown Studio!!,Private room,250,3,0
In-Town Oasis! Work-At-Home Stays Welcome,Entire home/apt,154,3,40
1 rm in house - 10 mi from SXSW!!,Entire home/apt,400,1,0
Boutique Condo in Historic Clarksville- near SXSW,Entire home/apt,225,2,9
Charming garden home for F1 weekend,Entire home/apt,1250,2,0
Central ATX Private Paradise - 3BR/2BA close to DT,Entire home/apt,228,2,142
Beautifully redone!  Near South Congress & DWTN,Entire home/apt,232,3,31
South Central Apartment  Formula 1,Private room,300,1,0
MOD CASA 78704  close to SXSW/ DOWNTOWN,Entire home/apt,275,3,175
Central Austin Dream House,Entire home/apt,1200,3,11
Waterfront 1-bed  2 mi. to Downtown,Entire home/apt,135,2,24
Walk to South Congress from Your Retreat with Heated Pool,Entire home/apt,175,1,598
Walk to Zilker - 4 bedroom 3.5 bath,Entire home/apt,2250,5,0
SXSW SPECIAL - Lovely 2BD HOME,Entire home/apt,233,5,5
Big Hollow,Entire home/apt,1100,1,0
Charming spacious quiet house ACL,Entire home/apt,500,3,0
South Central Treetop Guesthouse - Monthly Rental,Entire home/apt,450,30,81
Decompress at the Secluded Mod Pad Private Pool and Grill,Entire home/apt,132,1,238
Beautiful Zilker Villa,Entire home/apt,1300,2,12
Private and cozy guesthouse in Central Austin,Entire home/apt,78,2,98
Waterfront Condo on Lady Bird Lake,Entire home/apt,140,2,67
3BD Row Home in Heart of City,Entire home/apt,219,2,68
Sweet downtown home  GIGABIT net  1 Gbps up/down!,Entire home/apt,110,30,74
Modern  Sunny Condo off South 1st,Entire home/apt,700,4,8
Incredible Modern Design  ACL - F1,Entire home/apt,900,3,18
Bold  Historic Manor in the Heart of Town,Entire home/apt,586,2,228
Cozy 2-bdrm East Side house  walk to lots of cafes,Entire home/apt,128,3,177
4 BR 3.5 BA Home in Golf Community,Entire home/apt,1200,3,0
2000 s.f. house for sxsw!,Entire home/apt,375,3,0
2 Miles From The Domain & Whole Foods!,Private room,68,30,13
Cool Updated Craftsman Bungalow in Hyde Park.,Entire home/apt,386,3,74
SWEET SPOT IN 78704 1BR/1BATH   GREAT FOR SXSW,Private room,125,30,3
3BR House avail for F1 in Austin TX,Entire home/apt,1250,1,0
3BR House avail for F1 in Austin TX,Entire home/apt,1000,3,0
Walk to Zilker Park. Amazing Location! 1 Gigabit,Entire home/apt,173,4,63
Charming Cottage Close to Downtown,Entire home/apt,165,3,90
3BR/2BA Dwntwn House  AVOID TRAFFIC,Entire home/apt,500,5,24
