name,room_type,price,minimum_nights,number_of_reviews
Apt 2A Cambridge Harvard MIT. Amazing flat,Entire home/apt,205,1,87
Spacious & Private 3BR walk to MIT/Harvard/Kendall,Entire home/apt,197,4,132
Quirky  Cozy 1 Bedroom in Kendall Square,Entire home/apt,57,1,147
Beautiful 2 Bed 2 Private Bath near MIT/Harvard,Entire home/apt,275,91,0
4A CAMBRIDGE HARVARD/MIT GORGEOUS 1BD *REDUCED*!,Entire home/apt,135,2,58
M6/Walk to Harvard MIT Subway Priv BATH 走路到哈佛 LTR,Private room,79,5,31
M3/HARVARD MIT Priv Bath SUBWAY FREE PARKING 走路到哈佛,Private room,79,1,125
M7/ LTR HARVARD MIT SUBWAY 2 BEDS PRIVATE ROOM,Private room,60,28,76
M4/NEAR HARVARD MIT SUBWAY FREE PARKING 走路到哈佛,Private room,79,1,116
The Modica Estate #1,Private room,49,1,151
Modica Estate  Room #2,Private room,50,1,195
A Cozy Large Bedroom - Stay at Home! (3B),Private room,150,1,106
Fabulous Flat Near Harvard Square,Entire home/apt,199,4,30
Large 2 bed w/ Parking in Quiet Cambridge Home,Entire home/apt,200,21,17
Harvard Sq Bright Designer 1BdrmApt-monthly rental,Entire home/apt,108,91,1
4BR 3BA Cambridge Oasis - Harvard/MIT/Boston,Entire home/apt,352,3,81
A2 The Little Gray Room,Private room,42,1,142
*10min walk-Harvard  Suite-like/private entry/3fl,Private room,71,2,81
Kendall Square  MIT  Biotech Center,Entire home/apt,157,2,94
Cambridge Easy,Private room,62,2,166
Comfy Private Bedroom in Cambridge,Private room,60,91,33
1FW（永不上架）,Entire home/apt,540,91,5
Harvard Square Delight with Office Space,Entire home/apt,176,14,31
Modern Studio - Davis/Porter/Harvard,Entire home/apt,177,1,135
Harvard/MIT/Lesley/Tufts Private Room & Bath,Private room,95,3,72
Casa Paradiso - Top Floor 1bed/1bath in Cambridge,Entire home/apt,220,1,16
R1. Quiet private room near Kendall/MIT,Private room,38,12,135
Forever Green,Private room,56,91,2
Quiet room -5 min to T-access to Harvard/Boston,Private room,55,90,1
Harvard Square Private Floor,Entire home/apt,99,91,2
Cambridge Executive Suites,Entire home/apt,249,91,14
Modern House near Harvard. Luxury Master - Dogs Ok,Entire home/apt,359,5,19
R2  Private sunny room near Kendall/MIT,Private room,29,12,143
Harvard Square home,Entire home/apt,250,3,39
*New queen Bed *free parking  MITCambridge studio,Entire home/apt,145,1,152
*New queen bdfree parking Harvard  MIT Cambridge 3,Entire home/apt,145,3,148
Lux 2 Bedroom Cambridge Apt by MIT,Entire home/apt,199,21,2
Lux 2 Bedroom Cambridge Apt by MIT,Entire home/apt,199,21,2
Brand New 1BR Apt | Fitness Center | MIT Museum,Entire home/apt,246,30,2
Spacious 1BR Apt | Full Kitchen | Panoramic Views,Entire home/apt,253,30,1
Bright & Sunny 1BR | The Heart of Cambridge | GLS,Entire home/apt,246,30,1
Beautiful  sunny charming room overlooking Charles,Private room,250,31,1
Classy Cambridge 2BD--MIT/Harvard/Kendall/Boston,Entire home/apt,310,1,43
Private room Near Harvard Square,Private room,70,91,0
basic room in Cambridgeport,Private room,65,1,59
Serene  Roomy 2BR near Harvard & Davis Sq,Entire home/apt,140,30,15
One bedroom at Harvard Square to share,Shared room,50,91,0
Luxurious and Spacious 5 bedroom in Mid-Cambridge,Entire home/apt,950,91,1
Fully renovated spacious 2BR mins from Boston & T,Entire home/apt,196,2,82
Comfortable Room - 2 - Near BU/MIT/NEU/MGH/Harvard,Private room,75,1,151
Master bedrm  private bath  convenient to Harvard,Private room,105,90,10
Compact Lux Bedroom C convenient to Harvard,Private room,65,45,11
Cozy 2 Bedroom  on Charles River - Harvard Square,Entire home/apt,127,1,100
R9 - large private bedroom w/ park overview,Private room,43,2,109
Comfortable Room - 3 -near Harvard/MIT/BU/MGH/NEU,Private room,80,1,161
Room Near Harvard/MIT/NEU/BU/MGH Private Bath - 4,Private room,105,1,152
Picture-perfect Cambridge guest apartment,Entire home/apt,160,3,145
Spacious room steps to Kendall/MIT,Private room,80,2,105
Cozy room 5 min to Kendall/MIT,Private room,80,2,109
Studio in Somerville-Union Sq. (Harvard/MIT/Tufts),Entire home/apt,90,3,41
Comfortable Room- 1 - Near BU/NEU/MIT/Harvard/MGH,Private room,93,1,76
Entire 3 Bedroom Apt Near Kendall Square Subway,Entire home/apt,99,3,82
BnB! Sunny private bedroom/bath near Harvard,Private room,120,2,83
(3A) LIVING IN THE CITY CLOSE TO HARVARD&MIT,Private room,51,1,25
Private Rm near Tufts/Harvard/MIT/MGH,Private room,85,4,5
(3B) LIVING IN THE CITY  CLOSE TO HARVARD&MIT,Private room,60,1,26
Comfortable convenient  Cambridge Apt.,Entire home/apt,230,30,208
(3C) LIVING IN THE CITY CLOSE TO HARVARD&MIT,Private room,60,1,29
Cultural District  MIT  Harvard  1Br  Free parking,Entire home/apt,195,2,47
Upscale Cambridge 2 Bedroom Apt Steps from MIT!,Entire home/apt,686,91,0
Huron House Room - 3rd floor,Private room,50,7,8
Modica Estate #3,Private room,47,1,182
The Chakra Room:  Close to Harvard & public trans!,Private room,125,91,101
2Bed—10 Meters from Harvard Law School! Big & New!,Entire home/apt,264,91,0
Private Bedroom at Harvard,Private room,46,91,10
Serene suites close to Harvard- always disinfected,Entire home/apt,159,2,21
Cambridge beautiful 2BR  near Porter/Harvard Sq.,Entire home/apt,95,30,104
LIVING IN THE CITY  CLOSE TO HARVARD&MIT,Private room,51,1,58
LIVING IN THE CITY CLOSE TO HARVARD&MIT,Private room,51,1,46
Room in Huron Village Upper Apartment,Private room,50,7,2
CITY LIFE  CLOSE TO HARVARD&MIT,Private room,51,1,50
CLOSE TO HARVARD&MIT,Private room,51,1,39
Charming  quiet  apt: renovated 2 BR 4 blocks to T,Entire home/apt,120,3,16
Harvard Square less than 2 miles,Private room,70,3,4
2 bed 1 bath w/ Free Parking in East Cambridge,Entire home/apt,220,21,7
Perfect quiet oasis  5 min walk to groceries/CVS/T,Private room,75,14,1
CLOSE TO HARVARD&MIT,Entire home/apt,101,1,14
Perfect Location  Top Floor Apt,Private room,76,200,1
WALKING DISTANCE to HARVARD&MIT with MEMORY BED 3,Private room,59,1,150
Huge Private Room near Harvard with King Bed,Private room,36,91,0
Lovely room  Great location,Private room,64,200,2
WALKING DISTANCE to HARVARD&MIT with MEMORY BED 1,Private room,66,1,130
ELA: Enjoy Harvard campus & Charles River &  MIT,Private room,38,30,33
Room steps 2 Harvard Yard 來去哈佛,Private room,35,30,14
ER二：Cozy Private Room in Harvard Square  nr MIT,Private room,35,30,48
One Bedroom Short Walk to Harvard (Rm 4),Private room,110,1,1
Room For Two Short Walk To Harvard (RM 7),Private room,111,1,7
Quiet and Close to Everything! 2 Bedroom apartment,Entire home/apt,175,91,1
WALKING DISTANCE to HARVARD&MIT with MEMORY BED 2,Private room,66,1,127
Loft room  great location in Cambridge,Private room,77,200,0
Cambridge Loft near  Harvard Square - min 2 months,Entire home/apt,170,91,0
Apartment  near Harvard - min 3 months,Entire home/apt,170,91,0
One Sunny & Quiet room in Harvard square,Private room,36,30,5
Harvard Sq Riverside w/parking Walk HBS/HLS/MIT/BU,Entire home/apt,149,3,73
Room for monthly rent  in owner's apartment.,Private room,43,223,0
Central Square Bedroom by metro T stop,Private room,124,91,3
Room For Two Short Walk To Harvard (Rm 9),Private room,113,1,9
