name,room_type,price,minimum_nights,number_of_reviews
Montford Apt w/Deck  Quiet  Private  Walk Downtown,Entire home/apt,147,2,139
ZenMtn Treehouse (Lower Level)NO Cleaning Fee,Private room,91,1,137
Simple but Sweet Cottage House,Entire home/apt,114,2,113
Modern  Loft  in the center of West Asheville,Entire home/apt,108,2,154
Mt Views in the heart of W. Asheville ( below apt),Entire home/apt,110,1,107
Spacious  Garden Suite w/ Private Porch,Entire home/apt,91,1,149
Charming Asheville Cottage at Beaver Lake,Entire home/apt,144,2,74
Large 2 bed loft in W. Avl  bring the whole family,Entire home/apt,192,2,172
Studio in the Trees - Quiet  Forest View,Entire home/apt,33,30,179
Studio 54: Private cottage  30-day,Entire home/apt,35,30,105
Explore Asheville at a Bright Pad with Pops of Rich Red,Entire home/apt,149,3,77
Asheville Studio w/ Sleeping Loft - Walk Downtown!,Entire home/apt,74,30,32
Asheville Cottage With All the Comforts of Home,Entire home/apt,200,3,23
Radiant Apartment in Downtown Asheville,Entire home/apt,149,3,78
Explore the Arts District from a Century Building Apartment,Entire home/apt,149,3,68
Sunporch Suite w/ private entrance,Entire home/apt,78,1,183
On famous West Asheville corridor. Walk everywhere,Entire home/apt,108,2,199
LUX STEEL SUITE@UTOPIA ~ HOT-TUB ~ 2M DWTN ~ RURAL,Entire home/apt,133,1,360
Lovely Space//Private Entrance and Bath,Private room,48,3,150
Cozy Room in South Asheville,Private room,49,1,312
The Zen Cabin,Entire home/apt,85,2,329
Whole House just off Haywood Rd.,Entire home/apt,154,2,199
Private flat w/ Kitchenette & bathroom  Monthly,Entire home/apt,39,29,26
Mountain Glow- close to downtown and BR Parkway.,Entire home/apt,155,3,87
Blue Ridge Mountain Home Away from Home,Entire home/apt,82,3,189
Historic Grove Park - Apartment #3,Entire home/apt,90,30,17
~Front Porch Retreat~Sleeps 5~2.5 mi to D/T~,Entire home/apt,135,30,171
Creekside Zen Den near Downtown,Entire home/apt,70,1,89
THE SWEET SPOT- serene hilltop  close to downtown,Entire home/apt,110,3,44
West Asheville Dream Bungalow Apartment,Entire home/apt,149,30,49
Stone Cottage Oasis,Entire home/apt,243,3,55
The Restful Edge - minutes from downtown AVL,Private room,80,3,42
Cottage at Green Oaks Community,Entire home/apt,151,28,28
Downtown Furnished Studio!! Close to Everything!!!,Entire home/apt,50,30,1
